user_id,avg_rating,review_count,avg_review_length,sample_reviews,persona
AF2YKZQRMRGJ655I3MKQUYFGRQGA,3.6551724137931036,58,240.58620689655172,"the filter fit perfectly.  works fine.  will order again the bundles are ok. I bleached them and died them and they are still soft.  received the same day which was awesome for hair.  If u need in a hurry this is the place.  true to length ( in spots), no odor, bleached the knots and did not thin out the hairline it was ok.  The frontal was super large, which i found crazy cause i have a large head.  but better it be big than small and tight.  Overall a good purchase for my first wig making adventure.  probably would order again if the seller can guarantee the frontal and bundles match.<br /><br />Update:  a month after I have made my wig, the 360 frontal holding up.  the bundles are ok.  I have died and fried this hair many times.  it is holding well. bundles are thin.  i have an undercut and both sides shaved  i used all except 1/2 bundle.  hair sheds, ends are thin.  so thin in fact i cut off about  4 inches off the ends.  it doesn't tangle that much.  no smell.  hair is dry and doesnt hold curls well.  the curl patter fell straight out the pack.  the hair is not true to length.  the 28 is more like 24 and after cutting the ends its like 20.  not the best or worst.  wont purchase again i purchased this to match other hair.  blended perfectly. got this to add to my bundles,  HORRIBLE, sheds, is nappy, and brittle, I have never had  closure this awful.  EVER.  I wet it every hour and as soon as i look n the mirror its poofy, nappy, and ZERO waves.  I wish i could return.  PLEASE DO NOT ORDER THIS CLOSURE!!!!!!!!!!!  ive had it for two weeks installed. and cant take it anymore.  i am replacing the closure this weekend","User is a balanced customer and a short-form reviewer.
Average rating given: 3.7
Total reviews: 58
Example behavior:
the filter fit perfectly.  works fine.  will order again the bundles are ok. I bleached them and died them and they are still soft.  received the same day which was awesome for hair.  If u need in a hurry this is the place.  true to length ( in spots), no odor, bleached the knots and did not thin ou"
AF2ZBZ4OGFYIBXVDV6RLBYM3AH2A,5.0,6,570.0,"Already had installed one of those round indoor vent holders, using old nylon stockings to catch the lint, but still got a lot of dust in the laundry room.  Outside vent clogged from many years of poor venting system built into my condo, and didn't want to tear the walls apart for another, so I thought I would try indoor venting, since we could use the extra heat in the winter.  I saw this one by accident, and read the other reviews, and thought I would give it a try.  Well, it does work very well, indeed.  I did not want to attach it to the wall, so it sits next to the dryer on the floor. Just some information about the unit: It keeps the lint down not only with the fine gauge screen, but you also have to keep an inch of water in the little drawer that is in the front, at the bottom.  The lint trap can be taken completely off the front for cleaning, you just push down on a little tab on the top edge, and it pops out.  Since I have keep mine on the floor, and the unit is lightweight, you do need to add some weight inside the drawer to balance the weight of the vent hose that goes on the top..it will not tip over, but it will be a bit ""tippy"".  I had a small marble lamp base that I wasn't using, so I popped that in the drawer, and it keeps it stable.  You will have to empty the water/lint from the drawer from time to time so I wouldn't recommend using anything loose in the drawer for weighting, as that would get old real fast. This is the best Dryer Vent Duct I have ever bought, and I have replaced many in my lifetime.  It is twice as thick as the ones you buy in the home improvement stores.  The amount they give you is twice as much, also, so I can plenty for replacement if I need it.<br />You still have to be careful not to tear it, it is still aluminum foil, but much, much better in quality.  I had no problem installing it, and plenty left over. Amazon notes that often the 3M aluminum tape is often bought together.  GET IT, because I loved the tape!<br />Highly recommended. Pleasantly surprised that this set up was well worth the price. Wanted a more substantial venting duct, but still be flexible due to laundry space arrangement. It was so easy I couldn't believe it took like 5 minutes.  Just followed included instructions and this ducting system performs perfectly!<br />Highly recommended.  I'm a girl. I did it myself.  No problem. Wow what a deal two towels and the comb!  Towels work great (actually, sending one to my sister, so the two pack is perfect! I love the comb too all the teeth very smooth as is the frame holding the teeth.  I have very tangley hair and it works perfect. Highly recommended. Perfect fit, same performance, fast delivery, 20 dollars cheaper than being replaced by my furnace maintenance company.  Can't get better than that.","User is a generally positive customer and a detailed reviewer.
Average rating given: 5.0
Total reviews: 6
Example behavior:
Already had installed one of those round indoor vent holders, using old nylon stockings to catch the lint, but still got a lot of dust in the laundry room.  Outside vent clogged from many years of poor venting system built into my condo, and didn't want to tear the walls apart for another, so I thou"
AF33USXNL2YYKUAAMDMVV3JHVUZQ,5.0,6,185.33333333333334,"This cup is made of constructed very well, not made from cheap plastic that will break on the first use. I love this cup and it meets my need to make coffee in my vue when I am out of the cups. Perfect This is a good quality bracelet that look pretty on my arm. I had a hermite necklace that needed a bracelet and this bracelet goes well with it. This de scaling solution cleaned out my Nespresso machine. It is running fast again after the de scaling process. I have been using this on a damaged nail I have and I am waiting for my nail to get stronger and stop splitting but still waiting, hopefully this will work.. These are so comfy and fits my long wild curly hair with out leaving a mark on my forehead from the band. It stays put all night during my tossing and turning. Silk on the inside and out. Great for natural curly hair. And did I say what a bargain, you get 2!","User is a generally positive customer and a short-form reviewer.
Average rating given: 5.0
Total reviews: 6
Example behavior:
This cup is made of constructed very well, not made from cheap plastic that will break on the first use. I love this cup and it meets my need to make coffee in my vue when I am out of the cups. Perfect This is a good quality bracelet that look pretty on my arm. I had a hermite necklace that needed a"
AF3ODW6NCKEVVTGZNFS6FUQYSGTQ,4.8,5,480.0,"Okay, it is a salt scrub. They all pretty much work the same.  Use in the shower, salt dissolves when the water hits it making it easy to clean up compared to other non-salt scrubs.  A bit of oil to moisturize your skin leaving it soft after.<br /><br />I did love the smell of this one.  It is a little strong, so if you have allergies, you may want to skip it.  Some fragrances do bother me, but this one didn't.  It was a fresh floral scent I like this brush.  It is very stiff, but massages your scalp while brushing.  I really feel the nylon bristles more than the boar bristles.  Truthfully, I can't say there are any boar bristles.  But is has nice cushioning and is a typical paddle style brush and seems well made.<br /><br />The rubber base the the brush does have the rubber odor that will hopefully go away soon. I think these are a great idea.  I need to practice more with it and adjust the size of the lashes.  My initial attempts were a little messy and it is strange having the weight on your lids.  I never could get the hang of the glue on lashes, so I was hoping these were easier.  If you regularly use liquid liner, these will be easy for you to use.  The hardest part is getting the liner on smooth and straight.  Once it is on, the lashes stick very well to the magnetic bits in the liner.  Also, they come off fairly easily when pulled.  Potentially, it means you could accidentally pull them off if you play with your lashes or rub your eyes.  But they do stay on well, without touching.<br /><br />The lashes are a standard length, so if your eyes are smaller or larger than standard, you may have to adjust - more for smaller than larger.  If you've never worn lashes but have always wanted to try, this is a good way to start. Not sure how necessary all the bits are that comes with the covers.  My initial kit came with everything but the holder, which is actually nice to have holding the cup steady, but not really necessary.  The covers work great. We have a front opening washer.  Unfortunately, the spot it goes in is badly located between two doors and a walkway.  If you leave the door open after washing to air it out, it is in the way.  With this gadget, it keeps the door just slightly cracked enough to dry, but closed enough to not be in the way.  It uses a magnet to hold it on.  After you are done, just move it to the side of the washer and it stays. Perfect!","User is a generally positive customer and a detailed reviewer.
Average rating given: 4.8
Total reviews: 5
Example behavior:
Okay, it is a salt scrub. They all pretty much work the same.  Use in the shower, salt dissolves when the water hits it making it easy to clean up compared to other non-salt scrubs.  A bit of oil to moisturize your skin leaving it soft after.<br /><br />I did love the smell of this one.  It is a lit"
AF3RENOGZJOCO24HPO75EEIF4EHQ,4.0,9,138.66666666666666,"This diffuser works well, my room smelled great. The kids enjoyed the soft color scheme as the diffuser was on. The ceramic looks very nice and it blends well with the decor when not in use. The buttons are not sturdily sewed right the headband. I have others with large buttons that support my large banded masks, these did not. The button flopped forward and the mask slipped off. It worked much better with the thin banded masks. I was interested to try something new, but these did not work as well as the style I’d used previously. They are definitely more durable, but since I end up skipping them altogether, it’s not a saver for us. These claw clips worked okay with my thick hair, but not great. The hair ties were too small. These scrunchies have adorable prints. I love them and so does my daughter.","User is a generally positive customer and a short-form reviewer.
Average rating given: 4.0
Total reviews: 9
Example behavior:
This diffuser works well, my room smelled great. The kids enjoyed the soft color scheme as the diffuser was on. The ceramic looks very nice and it blends well with the decor when not in use. The buttons are not sturdily sewed right the headband. I have others with large buttons that support my large"
AF3TNOZFMZQ2IXW3UEZV656RN7CQ,5.0,7,103.85714285714286,"Great gift, when you cannot think of what to get someone but you know them enough to know where they dine. Great gift, when you cannot think of what to get someone but you know them enough to know where they dine. Great gift, when you cannot think of what to get someone but you know them enough to know where they dine. Great gift, when you cannot think of what to get someone but you know them enough to know where they dine. When all else fails go for the gift card !!! Great gift","User is a generally positive customer and a short-form reviewer.
Average rating given: 5.0
Total reviews: 7
Example behavior:
Great gift, when you cannot think of what to get someone but you know them enough to know where they dine. Great gift, when you cannot think of what to get someone but you know them enough to know where they dine. Great gift, when you cannot think of what to get someone but you know them enough to k"
AF453YWNMOPDI5XRRVQOIF56NM4Q,3.7083333333333335,24,501.0833333333333,"This HEXZE-emoji the iconic brand Moisturizing Lip gloss is bright red. I have fair skin so this ""gloss"" made me look like a corpse. It is also supposed to be a moisturizer but it made my lips crack and peel. Not happy with this at all.<br /><br />The lip ""gloss"" comes in a little tube and you brush on the color. If you have a different skin type than mine you might like it but it did chap my lips. I would think twice before getting this product.<br /><br />I will not be recommending this HEXZE-emoji the iconic brand Moisturizing Lip gloss to family and friends. These Daletu Nail Tip Clips work great. I put on the nail and then clipped it to my finger. It helped the nail stay in place while it dried. I think they will be good for other crafty things too.<br /><br />The clips are clear and they are not too tight on the fingers. They come individually packaged. Because they are clear it helps to get the clip in the correct place on the nail.<br /><br />I will be recommending these Daletu Nail Tip Clips to family and friends. This Jopuzia Natural Jade Roller is beautiful. The roller doesn't appear to do anything for my facial skin. I love the jade that is why I gave it a two-star rating not because it worked for the skin.<br /><br />This set comes with a large almost heart-shaped piece of jade. There is a roller with three pieces of jade. I will be using this jade in something else.<br /><br />I will not be recommending this Jopuzia Natural Jade Roller to family and friends. This Pre-stretched Braiding Hair Purple is pretty. I got it to put in my mannequin's hair. I make handmade scarves, hats, and other things that would look great with this hair. I was surprised at the amount of hair I got.<br /><br />This hair is beautiful. There is 8 individually packaged purple hair. Included with the package is a latch hook but not beads to attach the hair.<br /><br />I will be recommending this Pre-stretched Braiding Hair Purple to family and friends. This DARKLATER Tongue Scraper is not worth the time. I used both of the scrapers. I could not tell a difference after using them. I am not sure if I was doing it right but it did not come with instructions.<br /><br />The set comes with two scrapers in a metal container. Both of the scrapers are metal with a copper look. I did go to the Amazon website to see if there were instructions. What I found was a section for Videos. Under that was this: Help others learn more about this product by uploading a video! Then a button that says: ""Upload video"". I will not upload a video just to help others learn about the product when I don't even know about the product!<br /><br />I will NOT be recommending this DARKLATER Tongue Scraper to family and friends.","User is a balanced customer and a detailed reviewer.
Average rating given: 3.7
Total reviews: 24
Example behavior:
This HEXZE-emoji the iconic brand Moisturizing Lip gloss is bright red. I have fair skin so this ""gloss"" made me look like a corpse. It is also supposed to be a moisturizer but it made my lips crack and peel. Not happy with this at all.<br /><br />The lip ""gloss"" comes in a little tube and you brush"
AF4FNLSTWH3RCJD52W7TZTQOM73A,4.375,8,84.375,"Quality is OK...seems pretty good for the price.  The case doesn't close without a little force...the larger clippers are a bit big. Well made, and a good case for smaller items.  I use it for a travel razor, but you could use it for small electronics, hard drives, etc. As expected, no issues. As expected. Keeps nasties from growing in the water of your humidifier. Lasts a long time....a good way to refresh your razor.","User is a generally positive customer and a short-form reviewer.
Average rating given: 4.4
Total reviews: 8
Example behavior:
Quality is OK...seems pretty good for the price.  The case doesn't close without a little force...the larger clippers are a bit big. Well made, and a good case for smaller items.  I use it for a travel razor, but you could use it for small electronics, hard drives, etc. As expected, no issues. As ex"
AF4GP5WPELTCPPFVG4PR6WNOHJZQ,4.2,5,199.2,"Didn't work at all, never had polish gums up or Crack and peel off. My hair felt clean after using it. There is no smell and lathered really well. It's safe for colored hair and has no bad ingredients in it. You get 2 shower caps the same pattern. These fit perfectly and keep your hair in tight. It's material is thick and double waterproof and also adjustable but these fit perfectly right out of the package. They're easy to clean and can even go in the washer. I recommend these and they're a great a value. The little one is perfect for under eye, the bigger one would be good for all over the face or keep in freezer for bumps and bruises. I took them apart, it was easy, filled them with water and put in freezer. Overall, it was easy to use, very convenient. This works nice and doesn't slide around. It's really soft and absorbent. They'll be easy to clean. I'm thinking I should have gone with the bigger one as this was doesn't fit the entire area but hey something is better than nothing.","User is a generally positive customer and a short-form reviewer.
Average rating given: 4.2
Total reviews: 5
Example behavior:
Didn't work at all, never had polish gums up or Crack and peel off. My hair felt clean after using it. There is no smell and lathered really well. It's safe for colored hair and has no bad ingredients in it. You get 2 shower caps the same pattern. These fit perfectly and keep your hair in tight. It'"
AF4OCZTPFHXZKUTAGP6CAOCMWPAA,4.714285714285714,56,135.35714285714286,This is one of the best purchases in this year! The card will buy me a lot of cool stuff for me. Thanks. I like this Noodles' gift card since it gives me rewards points and save my time to buy delicious food. Using the card to pay for Noodles' food is fast and convenient. What a perfect gift to give to relatives or friends. This is the third time I bought this kind of gift card on Amazon. The design of the card and gift box are so nice and pretty. This is a perfect gift for your lovely family members or friends. The design of the card is gorgeous. It's a perfect gift for your friends or family.,"User is a generally positive customer and a short-form reviewer.
Average rating given: 4.7
Total reviews: 56
Example behavior:
This is one of the best purchases in this year! The card will buy me a lot of cool stuff for me. Thanks. I like this Noodles' gift card since it gives me rewards points and save my time to buy delicious food. Using the card to pay for Noodles' food is fast and convenient. What a perfect gift to give"
AF4P6A3SEKS2HCISWAKFZVIFM7NQ,3.1904761904761907,21,982.6190476190476,"In 2011 I was super excited to have a K-Cup machine to make coffee by the cup rather than a pot as I was (and still am) the only coffee drinker in the household. Also, the k-cup machine took up less space than my coffee maker and was much easier to clean and maintain.<br /><br />However, I would still end up with ground/bagged coffee as gifts, etc. I had no way to use them. Also, the plastic k-cups were getting to be a problem – storage and varieties among them.<br /><br />To ease both problems, I looked into a reusable k-cup and found the Perfect Pod system in 2012. The cup was perfect and the filters were easy to use, easy to store, and I could even use my bagged/ground coffees again.<br /><br />These work about the same way as the bigger coffee filters – you pop it in, fill it to the desired point (for strength), pop it in. When done (and cool) – you pop the plastic cup out and toss the tiny filter. That’s a tad bit more environmentally friendly than the disposable ones. If properly maintained the main cup doesn’t need to be cleaned.<br /><br />I’ve been a Perfect Pod customer since 2012 and still one today, and I’ll likely be one into the future. I just wish I could afford the 200 filter pack :) Reloaded my gift card balance. This isn't a physical product, just a reload to your Amazon balance. Quite happy with how fast the reload works. Not so happy with how fast I can spend it 🤣 Thank you in advance to the Amazon VINE program for providing an item to review. A positive review was not required, nor was it requested, and all words are my own.<br /><br />Getting my nails done is not just a relaxing experience, but it is also an expressive/creative one.<br /><br />Seeing this colorful and glittery set – I had to get it.<br /><br />I don’t know about others’ experiences – mine did not come with a brush or applicator for the little “gel pots”. I remembered what my nail techs used to use – small make-up brushes – and thankfully I had some. That seemed to work.<br /><br />The black polish is necessary to get the desired effect. I chose the purple glitter gel and after a few awkward moments – I got a pretty decent manicure. More of the black showed through, there were moments when the purple glitter reflected, but it wasn’t what I thought.<br /><br />I haven’t tried the other colors. But, this is fairly decent and easy to use. Not my favorite as there are other brands out there that are even easier to use.<br /><br />Overall, I’m not too unhappy with it. It’s not something I would likely purchase again. Pretty standard nail drill.<br /><br />This is similar, if not identical to most of the nail drills used in the salon.<br /><br />Best used to remove gel polishes and/or nail tips to prepare them for other polishes or plain removal. I mainly got these for a “home-made” gel soak off (using foil).<br /><br />And, they worked! They don’t pinch at all; even my mom used them and said she could barely feel them.<br /><br />Light weight and fairly durable. There are enough for two people to use at the same time, or extras on hand if they ever break.<br /><br />If used for poly gels, I’m sure they would work just as well.","User is a balanced customer and a detailed reviewer.
Average rating given: 3.2
Total reviews: 21
Example behavior:
In 2011 I was super excited to have a K-Cup machine to make coffee by the cup rather than a pot as I was (and still am) the only coffee drinker in the household. Also, the k-cup machine took up less space than my coffee maker and was much easier to clean and maintain.<br /><br />However, I would sti"
AF4WLLHTQLRPEZ33OJDYG23MFLKQ,5.0,8,42.375,pompoms are a lil small headband is comfortable worked for me for like a year before i felt i needed to change it good for the planet easy to wash/rinse doesnt affect flavor good length thick enough to not snap off eco friendly and very soft,"User is a generally positive customer and a short-form reviewer.
Average rating given: 5.0
Total reviews: 8
Example behavior:
pompoms are a lil small headband is comfortable worked for me for like a year before i felt i needed to change it good for the planet easy to wash/rinse doesnt affect flavor good length thick enough to not snap off eco friendly and very soft"
AF5E2G7QYCCRXSG3OQOUIR5HDCDQ,5.0,10,103.1,It's a gift card purchased on amazon.  What else can you say about it?  It's a gift card and it works. I purchased this for my cousin for Christmas.  She loved it and it was great.  It's an amazon gift card! Perfect gift for friends and family.  Amazon has everything. Great with the $5 promotion.  I purchased $100 and ended up with $105. Who wouldn't want a Starbucks $25 gift card?  Starbucks coffee rocks!<br /><br />Although it is extremely expensive and they ruined Christianity by removing God from their coffee.  Now it's satanic coffee.... or maybe people just shouldn't get so offended by everything... HOW BOUT DAT?,"User is a generally positive customer and a short-form reviewer.
Average rating given: 5.0
Total reviews: 10
Example behavior:
It's a gift card purchased on amazon.  What else can you say about it?  It's a gift card and it works. I purchased this for my cousin for Christmas.  She loved it and it was great.  It's an amazon gift card! Perfect gift for friends and family.  Amazon has everything. Great with the $5 promotion.  I"
AF5IHYFFANVZEJFCQQ5OPDNVUHIA,4.428571428571429,7,418.14285714285717,"I didn't really notice a difference in my eyelashes. This product certainly made them really soft and removed eyemakeup fairly well. My only issue was that if I used more than just a drop, this actually made my eyelids puff up and look swollen so definitely don't leave it on for extended amounts of time. Paisley is a super cute sheer, glitter shadow. It's a creamy vanilla color with gold and pink glitters. Again, this sheer so it's a perfect highlight shade for the inner corner. It's also good for layering on a matte shade. I'd definitely recommend checking this out on ColourPop's website where it's only $5 and shipping is $4.95 (and free on purchases $30 or more). This is basically the same formula as the other oils. I don't have colored hair but bought this because it's cheaper and I'm not disappointed. It helps smooth and tame my thick, wavy hair. Also, it smells of oranges so if you don't like that scent, I'd try out one of their other oils (there are 3 or 4 other options). Great colors that look just like the picture. The formula is sooo soft and creamy and very easy to blend. Just make sure you're careful not to blend it all away!<br /><br />Update: The matte bone shade randomly slid out of the palette. Not sure how that happened since I don't take this with me anywhere. I was able to gently nudge it back into the pan and reshape after wetting with alcohol. Weird. Still love this just be extra careful since they're so creamy and soft! Even with various gloves and pads, washing makeup brushes is always a pain. You always get your hands wet and prune-y.<br /><br />This is the greatest invention I've stumbled upon. It's very easy to choose a boot, insert your brush, and spin wash. I used this to clean ALL of my makeup brushes and it worked well for almost every single one. Each brush needs to be positioned a little differently for optimal cleaning depending on the shape and length of fibers. The only brushes that didn't work well were bulky face brushes with heavy handles that the machine did not spin well and small eyeshadow and detailing brushes that couldn't fan out. I recommend two rounds of rinsing. The first in soapy bubbly water to clean the brushes and the second in clean water only to rinse out any bubbles and residue.<br /><br />Even with two cycles, the process was quicker and less intensive than washing by hand and the drying time was cut down to almost nothing for nearly all my brushes, including dense synthetics.<br /><br />I highly recommend!","User is a generally positive customer and a detailed reviewer.
Average rating given: 4.4
Total reviews: 7
Example behavior:
I didn't really notice a difference in my eyelashes. This product certainly made them really soft and removed eyemakeup fairly well. My only issue was that if I used more than just a drop, this actually made my eyelids puff up and look swollen so definitely don't leave it on for extended amounts of"
AF5ILPBW7GZWEXJDUU5CX3RO6ZDQ,4.4,5,157.6,"I actually liked this because I wanted to vent my dryer straight out the wall, instead of having a flexible tube get smashed behind the dryer. We cut the hole in the wall, attached this to the dryer, pushed the dryer against the wall, and this went outside, then we pushed some of it back in, cut off the excess with a metal saw, and put an outdoor cap on it. No bends to reduce my dryer power or clog. It worked wonderfully! This does what it is designed to do, but it appears big and bulky. Its hard to explain, but I will probably replace it before long. Item was fine, but really expensive for what you are getting! These are wonderful! These are adorable. We purchased several sets for bridesmaids wearing royal blue, and they truly set them off... what sparkle, and they hold up well!!!","User is a generally positive customer and a short-form reviewer.
Average rating given: 4.4
Total reviews: 5
Example behavior:
I actually liked this because I wanted to vent my dryer straight out the wall, instead of having a flexible tube get smashed behind the dryer. We cut the hole in the wall, attached this to the dryer, pushed the dryer against the wall, and this went outside, then we pushed some of it back in, cut off"
AF5X7LO2T3E3GHEYFEOO74WEYLWQ,4.8,5,372.4,"Great for travel . I use them for my essential oils so I can keep it in my pocket or wristlet. I love this shampoo because it already has Argan oil in it. I would use organ oil anyway after I wash, so this is not a necessary step with this shampoo..<br />My hair is clean, hydrated, and smooth.<br />I'm very happy with this shampoo and simply add Argon oil to my ends after every wash.<br />Great stuff.<br />I purchased this product at discount for evaluation purposes This is a really large bottle.<br />I love the pump feature to help keep the waste down.<br />The first things you will notice when you pump this into your hand is the absolutely wonderful smell, and the very thick and rich cream.<br />I love this!!<br />Our youngest daughter has very long wavy hair. Two pumps is enough to cover her hair. I can brush it out after a wash.<br />I highly recommend this Organic Conditioner. Anything that helps me with my daughter's hair is a keeper!!!<br />I purchased this product at discount for evaluation purposes.<br />My experience and evaluation are my own and completely unbiased. I really like this nail polish remover.<br />It does seem to take just a little more product to get the job done, but non toxic is totally worth the minimal extra effort.<br />The glass dropper is excellent for applications to a cotton ball or cotton pad.<br />I would definitely recommend this nail polish remover. I'm happy with this product.<br />I have received this product for evaluation purposes.<br />My experience and evaluation are my own and completely unbiased. I really like this! I have long hair myself, and 4 daughters with long hair, I just use a couple pumps right on the brush and it makes hair so smooth and shiny. Adding this to the brush instead of my hands makes it so much easier and less mess on my hands.<br />this also has such a pleasant smell.","User is a generally positive customer and a detailed reviewer.
Average rating given: 4.8
Total reviews: 5
Example behavior:
Great for travel . I use them for my essential oils so I can keep it in my pocket or wristlet. I love this shampoo because it already has Argan oil in it. I would use organ oil anyway after I wash, so this is not a necessary step with this shampoo..<br />My hair is clean, hydrated, and smooth.<br />"
AF67FO64FOGX3VVVHV7M2OV4ISIA,4.2,5,277.2,"It does what it says and my spouse refuses to use anything different. Trust me as a person who gets to hear about it first hand from a person who uses it daily,,, This has got to be good stuff Spouse swears by this stuff.  Only issue was one of the bottles leaked in transport.  Didn't lose much out of the bottle. Decent deal Nice kit.  Pretty much everything went together ok until the heating element it's self.  The cycling thermostat provided with the kit is a wee bit larger on the part of it that goes into the case for the heating element.  But the hole in the metal case for the heating element where this thermostat goes is sized for the smaller ones.  It will go in but be aware you may need to modify things a little bit.  Replaced with basic hand tools.  Dropped the back of the dryer off and there it all was.<br /><br />Ran a test and everything was warming up like it should.<br /><br />Recommend To install this the top of the dryer needs to be lifted, Need to watch routing on wires they do run close to the drum.  I have no idea about longevity yet.  The one that I replaced was about 2 years old.  Overall it works and does what it needs to. Unplug the dryer first, drop the back shielding panel off the dryer.  After that it was a one screw and 2 electrical wire swap.  Works well.  Have no idea how long it will last but at the price, I got 2 in order to have a spare.","User is a generally positive customer and a short-form reviewer.
Average rating given: 4.2
Total reviews: 5
Example behavior:
It does what it says and my spouse refuses to use anything different. Trust me as a person who gets to hear about it first hand from a person who uses it daily,,, This has got to be good stuff Spouse swears by this stuff.  Only issue was one of the bottles leaked in transport.  Didn't lose much out"
AF6DTPFZY4XFSZJJY5OW75A2VQVA,5.0,9,52.666666666666664,I grand kids loved this card My Granddaughter loved this card. I bought this as a gift.  They enjoyed the card Really nice.  So glad that Amazon is selling Visa gift cards Really nice.  So glad that Amazon is selling Visa gift cards. very convenient for me.,"User is a generally positive customer and a short-form reviewer.
Average rating given: 5.0
Total reviews: 9
Example behavior:
I grand kids loved this card My Granddaughter loved this card. I bought this as a gift.  They enjoyed the card Really nice.  So glad that Amazon is selling Visa gift cards Really nice.  So glad that Amazon is selling Visa gift cards. very convenient for me."
AF6FP5XNZKQFS7NB5WG5AAUZXATA,3.6,5,32.0,Bunn is a good quick cup of coffee Nice. Water tastes like nothing. Just fresh!! Too thick to get sparse spots. Too big. No good directions Beautiful. Long lasting.,"User is a balanced customer and a short-form reviewer.
Average rating given: 3.6
Total reviews: 5
Example behavior:
Bunn is a good quick cup of coffee Nice. Water tastes like nothing. Just fresh!! Too thick to get sparse spots. Too big. No good directions Beautiful. Long lasting."
AF6KFSRDEOPD5BXQS7V3RTWV23MA,4.5,6,321.8333333333333,"This works great with the vue 700 I have. I tried making my own cups and had some success but this is much easier. I only wish I could find extra filters so I could have them ready after each cup. I have had no problems with any grounds coming thru to my cup of coffee either. This item does work with the 2.0 brewer but it does not unlock the full menu so you can only make up to a 10 oz cup.I wish the packaging had stated that and I would not of bought it because my husband likes a 12oz cup so this item did us no good.  I would of given it 5 stars if it would go into the full menu. Loved this sunscreen. Other types have broke my skin out but no problems  with this. I have an olive complextion and tan really easy but this #8 worked great for spending all day for a whole week on the beach. It does leave a sort of mat /hazey look but not so bad it bothered me. It does take a little more effert  to rub in also but we'll worth it. I bought the 8spf. First I will say This is the first zinc oxide sunscreen I have used.<br />Good: smells good, went on nice with just a little white haze. Has a glossy look not matte. Stayed on and protected me for the most part.<br />Bad: when I started to sweat on my face while at the beach it started to run and turned white again so I had white streaks running down my face. Since I was not sure if I was still protected I bought a regular sunscreen for my face. This may be normal for a zinc oxide product I am not sure. These are much cheaper than the name brand and and fit perfectly.","User is a generally positive customer and a detailed reviewer.
Average rating given: 4.5
Total reviews: 6
Example behavior:
This works great with the vue 700 I have. I tried making my own cups and had some success but this is much easier. I only wish I could find extra filters so I could have them ready after each cup. I have had no problems with any grounds coming thru to my cup of coffee either. This item does work wit"
AF6LRE6SC2X7HXHFFE7VJHZ2SN4Q,5.0,5,295.0,"They fit the keurig perfectly and act like a filter. It does exactly what I expect a keurig filter to do. Our toddler hasn't figured out how to crack the code yet. Maybe it is our crappy rental apartment, but I do find that these make it kind of hard for us to open the doors. We definitely have to try a few times to get the door to open, but again, our housing sucks. If only they would empty themselves, because my husband sure isn't going to do it... The mesh is a great size to not dump grounds in your coffee. It is great if you want to use a different brand of coffee than what come in single serve pods, but still want the ease of one quick, fool-proof cup. These work great in my Keurig k50. I use it for loose leaf tea and they work great for me too. I just use this any time I have a giftcard with a random amount on it, and this works way better than trying to remember in the checkout line ""how much is left on this 6 month old visa gift card?"" I just add the balance here and it is ready to go on my next Amazon purchase. Convenient. These seem to work really well so far. The biggest plus is that they actually work with my keurig, so that is a definite bonus. The mesh is really fine, so I am noticing a lot less coffee grounds working its way through than my old reusable AND the actual plastic prefilled ones you get at the store. I definitely see these lasting a long time, especially if I don't lose half of them (which is why I had to replace my old ones...)","User is a generally positive customer and a short-form reviewer.
Average rating given: 5.0
Total reviews: 5
Example behavior:
They fit the keurig perfectly and act like a filter. It does exactly what I expect a keurig filter to do. Our toddler hasn't figured out how to crack the code yet. Maybe it is our crappy rental apartment, but I do find that these make it kind of hard for us to open the doors. We definitely have to t"
AF6NZDW7OUAOWY3AEPQXACVTEBEQ,4.875,8,80.875,"Nice product, doesn't give as tight a curl as and iron does but does lift the hair. I bought this to keep in my travel bag and not have to plug and unplug.  Works well for me.  I just needed a little lift. Fantastic gift idea with a great scent.  Wonderful for those extra gifts need on hand or even  great as guest bath room soap. Love this organizer.  Bought 2 and now my Bathroom counter looks great. It works but the coffee maker is still broke,","User is a generally positive customer and a short-form reviewer.
Average rating given: 4.9
Total reviews: 8
Example behavior:
Nice product, doesn't give as tight a curl as and iron does but does lift the hair. I bought this to keep in my travel bag and not have to plug and unplug.  Works well for me.  I just needed a little lift. Fantastic gift idea with a great scent.  Wonderful for those extra gifts need on hand or even"
AF6SAYQAAZ6UFDCNRNULBWRBWKWA,5.0,5,79.8,"Solved my issue with refrigerator not cooling side by side section and thanks to YouTube easy to install: I have learned it is cheaper to purchase all parts for repair guy because they will add to the price if they purchase. It works so far and less expensive than buying from LG subsidiary As advertise, it works well They are very good hoses and do the job as needed I will purchase more in the future","User is a generally positive customer and a short-form reviewer.
Average rating given: 5.0
Total reviews: 5
Example behavior:
Solved my issue with refrigerator not cooling side by side section and thanks to YouTube easy to install: I have learned it is cheaper to purchase all parts for repair guy because they will add to the price if they purchase. It works so far and less expensive than buying from LG subsidiary As advert"
